Step,Loss,LR,Gate_Values
49680,3.3634,0.000169,"[0.557,0.726,0.846]"
49690,3.1634,0.000168,"[0.564,0.734,0.853]"
49700,3.1311,0.000168,"[0.567,0.747,0.870]"
49710,3.2733,0.000168,"[0.567,0.729,0.854]"
49720,2.9834,0.000168,"[0.582,0.731,0.859]"
49730,3.1441,0.000168,"[0.574,0.734,0.863]"
49740,3.1427,0.000168,"[0.566,0.739,0.871]"
49750,3.2087,0.000168,"[0.570,0.740,0.870]"
49760,3.1474,0.000168,"[0.569,0.734,0.873]"
49770,3.2272,0.000168,"[0.572,0.739,0.886]"
49780,3.2921,0.000168,"[0.564,0.736,0.850]"
49790,3.3317,0.000168,"[0.570,0.744,0.869]"
49800,3.0257,0.000168,"[0.587,0.746,0.886]"
49810,3.4393,0.000168,"[0.565,0.746,0.860]"
49820,3.1209,0.000168,"[0.567,0.737,0.853]"
49830,2.9733,0.000168,"[0.571,0.741,0.874]"
49840,3.1402,0.000168,"[0.576,0.732,0.869]"
49850,3.2499,0.000168,"[0.572,0.728,0.856]"
49860,2.9895,0.000168,"[0.573,0.753,0.873]"
49870,3.3253,0.000168,"[0.570,0.744,0.853]"
49880,3.1982,0.000168,"[0.581,0.746,0.867]"
49890,3.2271,0.000168,"[0.571,0.743,0.862]"
49900,3.2940,0.000168,"[0.569,0.741,0.863]"
49910,3.1614,0.000168,"[0.582,0.739,0.874]"
49920,3.1034,0.000167,"[0.568,0.735,0.853]"
49930,3.2858,0.000167,"[0.575,0.738,0.860]"
49940,3.1130,0.000167,"[0.569,0.735,0.871]"
49950,3.1874,0.000167,"[0.577,0.746,0.867]"
49960,3.2658,0.000167,"[0.575,0.747,0.858]"
49970,3.1073,0.000167,"[0.561,0.736,0.854]"
49980,3.1896,0.000167,"[0.572,0.740,0.864]"
49990,3.2656,0.000167,"[0.573,0.753,0.863]"
50000,3.3082,0.000167,"[0.561,0.728,0.856]"
50010,3.3189,0.000167,"[0.572,0.740,0.861]"
50020,3.2265,0.000167,"[0.556,0.748,0.871]"
50030,3.1494,0.000167,"[0.564,0.747,0.862]"
50040,3.1998,0.000167,"[0.569,0.739,0.870]"
50050,3.1823,0.000167,"[0.573,0.740,0.869]"
50060,3.4437,0.000167,"[0.561,0.735,0.847]"
50070,3.2716,0.000167,"[0.565,0.737,0.849]"
50080,3.1076,0.000167,"[0.572,0.728,0.855]"
50090,3.1493,0.000167,"[0.578,0.728,0.864]"
50100,3.2809,0.000167,"[0.567,0.737,0.866]"
50110,3.3666,0.000167,"[0.563,0.734,0.856]"
50120,3.1653,0.000167,"[0.565,0.737,0.854]"
50130,3.1820,0.000167,"[0.574,0.735,0.877]"
50140,3.2832,0.000167,"[0.566,0.743,0.861]"
50150,3.1184,0.000166,"[0.571,0.738,0.858]"
50160,3.3227,0.000166,"[0.576,0.745,0.861]"
50170,3.1812,0.000166,"[0.563,0.727,0.856]"
50180,3.3363,0.000166,"[0.573,0.740,0.855]"
50190,3.4061,0.000166,"[0.581,0.749,0.856]"
50200,3.2971,0.000166,"[0.569,0.734,0.856]"
50210,3.0754,0.000166,"[0.567,0.750,0.870]"
50220,3.1222,0.000166,"[0.572,0.739,0.870]"
50230,3.2300,0.000166,"[0.581,0.744,0.856]"
50240,3.1960,0.000166,"[0.580,0.738,0.869]"
50250,3.0557,0.000166,"[0.574,0.729,0.865]"
50260,3.2398,0.000166,"[0.578,0.744,0.866]"
50270,3.0429,0.000166,"[0.577,0.737,0.874]"
50280,2.9495,0.000166,"[0.572,0.732,0.852]"
50290,3.3205,0.000166,"[0.582,0.741,0.866]"
50300,3.1492,0.000166,"[0.580,0.747,0.879]"
50310,3.0992,0.000166,"[0.578,0.745,0.865]"
50320,3.2365,0.000166,"[0.571,0.734,0.844]"
50330,3.1616,0.000166,"[0.572,0.742,0.850]"
50340,3.2230,0.000166,"[0.576,0.744,0.871]"
50350,3.1955,0.000166,"[0.562,0.741,0.863]"
50360,3.3183,0.000166,"[0.570,0.742,0.867]"
50370,3.3117,0.000166,"[0.564,0.739,0.859]"
50380,3.2354,0.000166,"[0.570,0.742,0.870]"
50390,3.1476,0.000165,"[0.568,0.740,0.857]"
50400,3.1587,0.000165,"[0.578,0.746,0.866]"
50410,3.1598,0.000165,"[0.577,0.739,0.850]"
50420,3.2156,0.000165,"[0.567,0.726,0.851]"
50430,3.2982,0.000165,"[0.572,0.735,0.853]"
50440,3.2370,0.000165,"[0.568,0.734,0.857]"
50450,3.2227,0.000165,"[0.571,0.737,0.844]"
50460,3.0733,0.000165,"[0.575,0.732,0.853]"
50470,2.9401,0.000165,"[0.573,0.740,0.855]"
50480,3.2724,0.000165,"[0.581,0.742,0.874]"
50490,3.2879,0.000165,"[0.582,0.749,0.874]"
50500,3.2800,0.000165,"[0.566,0.727,0.857]"
50510,3.2294,0.000165,"[0.564,0.736,0.849]"
50520,3.1944,0.000165,"[0.568,0.737,0.864]"
50530,3.2912,0.000165,"[0.577,0.736,0.867]"
50540,3.3352,0.000165,"[0.560,0.733,0.852]"
50550,3.0567,0.000165,"[0.574,0.745,0.876]"
50560,3.3054,0.000165,"[0.565,0.748,0.863]"
50570,3.1468,0.000165,"[0.567,0.737,0.874]"
50580,3.0790,0.000165,"[0.565,0.732,0.853]"
50590,3.0867,0.000165,"[0.579,0.738,0.861]"
50600,3.2371,0.000165,"[0.576,0.743,0.861]"
50610,3.3625,0.000165,"[0.574,0.755,0.880]"
50620,3.0723,0.000164,"[0.564,0.739,0.866]"
50630,3.0720,0.000164,"[0.568,0.728,0.867]"
50640,3.2117,0.000164,"[0.564,0.730,0.856]"
50650,3.1944,0.000164,"[0.566,0.745,0.869]"
50660,3.3018,0.000164,"[0.564,0.743,0.859]"
50670,3.2127,0.000164,"[0.569,0.740,0.854]"
50680,3.2417,0.000164,"[0.576,0.733,0.865]"
50690,3.1373,0.000164,"[0.576,0.751,0.870]"
50700,2.9938,0.000164,"[0.558,0.737,0.851]"
50710,3.2176,0.000164,"[0.574,0.731,0.859]"
50720,3.0815,0.000164,"[0.569,0.746,0.861]"
50730,3.0660,0.000164,"[0.572,0.730,0.855]"
50740,3.1679,0.000164,"[0.581,0.739,0.859]"
50750,3.0351,0.000164,"[0.576,0.731,0.859]"
50760,2.9847,0.000164,"[0.575,0.743,0.874]"
50770,3.1487,0.000164,"[0.571,0.741,0.872]"
50780,3.1567,0.000164,"[0.562,0.736,0.855]"
50790,3.2538,0.000164,"[0.567,0.742,0.851]"
50800,3.3976,0.000164,"[0.564,0.739,0.848]"
50810,3.1317,0.000164,"[0.574,0.741,0.868]"
50820,3.3044,0.000164,"[0.581,0.732,0.856]"
50830,3.2208,0.000164,"[0.562,0.741,0.855]"
50840,3.1509,0.000164,"[0.565,0.739,0.862]"
50850,3.1950,0.000163,"[0.572,0.730,0.857]"
50860,3.2243,0.000163,"[0.570,0.729,0.852]"
50870,2.9592,0.000163,"[0.574,0.732,0.872]"
50880,3.0780,0.000163,"[0.563,0.737,0.866]"
50890,3.0037,0.000163,"[0.563,0.734,0.853]"
50900,3.1882,0.000163,"[0.570,0.746,0.868]"
50910,3.1435,0.000163,"[0.572,0.731,0.872]"
50920,3.1182,0.000163,"[0.582,0.740,0.853]"
50930,3.1936,0.000163,"[0.564,0.735,0.860]"
50940,3.0436,0.000163,"[0.570,0.744,0.867]"
50950,3.0205,0.000163,"[0.575,0.731,0.860]"
50960,3.1548,0.000163,"[0.564,0.735,0.872]"
50970,3.0680,0.000163,"[0.564,0.732,0.858]"
50980,3.3838,0.000163,"[0.565,0.731,0.844]"
50990,3.0924,0.000163,"[0.575,0.735,0.861]"
51000,3.3028,0.000163,"[0.567,0.744,0.861]"
51010,3.2148,0.000163,"[0.560,0.732,0.845]"
51020,3.1136,0.000163,"[0.570,0.734,0.862]"
51030,3.2725,0.000163,"[0.564,0.735,0.862]"
51040,3.2488,0.000163,"[0.577,0.741,0.862]"
51050,2.9984,0.000163,"[0.565,0.734,0.854]"
51060,3.3319,0.000163,"[0.565,0.743,0.862]"
51070,3.2785,0.000163,"[0.575,0.740,0.861]"
51080,3.1274,0.000163,"[0.563,0.728,0.859]"
51090,3.2536,0.000162,"[0.566,0.738,0.865]"
51100,3.2047,0.000162,"[0.571,0.742,0.866]"
51110,3.1447,0.000162,"[0.571,0.734,0.872]"
51120,3.2281,0.000162,"[0.562,0.733,0.866]"
51130,3.0664,0.000162,"[0.565,0.737,0.864]"
51140,3.0950,0.000162,"[0.568,0.743,0.876]"
51150,3.2877,0.000162,"[0.562,0.740,0.863]"
51160,3.2574,0.000162,"[0.570,0.748,0.872]"
51170,3.0209,0.000162,"[0.575,0.734,0.870]"
51180,3.2238,0.000162,"[0.565,0.746,0.861]"
51190,3.1405,0.000162,"[0.574,0.741,0.862]"
51200,3.1643,0.000162,"[0.575,0.740,0.869]"
51210,3.1103,0.000162,"[0.569,0.737,0.867]"
51220,3.2534,0.000162,"[0.572,0.741,0.877]"
51230,3.1640,0.000162,"[0.577,0.748,0.871]"
51240,3.3174,0.000162,"[0.574,0.743,0.866]"
51250,3.1200,0.000162,"[0.570,0.740,0.871]"
51260,3.1611,0.000162,"[0.566,0.739,0.854]"
51270,3.2977,0.000162,"[0.570,0.743,0.853]"
51280,3.1789,0.000162,"[0.563,0.736,0.846]"
51290,3.3210,0.000162,"[0.580,0.752,0.879]"
51300,3.1711,0.000162,"[0.575,0.744,0.855]"
51310,3.1390,0.000162,"[0.572,0.734,0.851]"
51320,2.9809,0.000161,"[0.570,0.731,0.858]"
51330,3.3542,0.000161,"[0.566,0.736,0.861]"
51340,3.0589,0.000161,"[0.571,0.737,0.858]"
51350,3.1424,0.000161,"[0.570,0.747,0.868]"
51360,3.0518,0.000161,"[0.571,0.729,0.853]"
51370,3.0566,0.000161,"[0.576,0.742,0.874]"
51380,3.3417,0.000161,"[0.579,0.745,0.861]"
51390,3.2579,0.000161,"[0.571,0.749,0.872]"
51400,3.0693,0.000161,"[0.573,0.756,0.886]"
51410,3.2006,0.000161,"[0.560,0.734,0.842]"
51420,3.0326,0.000161,"[0.570,0.741,0.861]"
51430,3.1490,0.000161,"[0.572,0.736,0.877]"
51440,3.2202,0.000161,"[0.565,0.740,0.862]"
51450,3.1338,0.000161,"[0.564,0.732,0.876]"
51460,3.2718,0.000161,"[0.566,0.749,0.873]"
51470,3.4234,0.000161,"[0.566,0.750,0.860]"
51480,3.1677,0.000161,"[0.574,0.742,0.867]"
51490,3.2346,0.000161,"[0.567,0.738,0.869]"
51500,3.2055,0.000161,"[0.571,0.738,0.846]"
51510,3.2374,0.000161,"[0.570,0.741,0.868]"
51520,3.1789,0.000161,"[0.569,0.716,0.850]"
51530,3.1526,0.000161,"[0.573,0.747,0.866]"
51540,3.3171,0.000161,"[0.574,0.748,0.846]"
51550,3.0781,0.000160,"[0.564,0.736,0.867]"
51560,3.0558,0.000160,"[0.564,0.751,0.870]"
51570,3.1672,0.000160,"[0.560,0.737,0.858]"
51580,3.2270,0.000160,"[0.569,0.742,0.869]"
51590,3.1993,0.000160,"[0.562,0.729,0.842]"
51600,3.1998,0.000160,"[0.575,0.737,0.857]"
51610,3.2457,0.000160,"[0.567,0.741,0.847]"
51620,3.1217,0.000160,"[0.580,0.743,0.862]"
51630,3.2838,0.000160,"[0.576,0.730,0.854]"
51640,2.9572,0.000160,"[0.568,0.747,0.858]"
51650,3.0965,0.000160,"[0.570,0.734,0.852]"
51660,3.0328,0.000160,"[0.570,0.732,0.862]"
51670,3.0824,0.000160,"[0.570,0.742,0.857]"
51680,3.1321,0.000160,"[0.580,0.750,0.860]"
51690,3.0293,0.000160,"[0.574,0.735,0.859]"
51700,3.1302,0.000160,"[0.574,0.738,0.868]"
51710,3.1382,0.000160,"[0.566,0.733,0.853]"
51720,3.1683,0.000160,"[0.567,0.738,0.842]"
51730,3.1134,0.000160,"[0.577,0.742,0.868]"
51740,3.1309,0.000160,"[0.577,0.744,0.864]"
51750,3.1687,0.000160,"[0.569,0.738,0.864]"
51760,3.1390,0.000160,"[0.570,0.740,0.892]"
51770,3.1507,0.000160,"[0.574,0.739,0.861]"
51780,3.2161,0.000160,"[0.573,0.742,0.862]"
51790,3.2186,0.000159,"[0.576,0.742,0.873]"
51800,3.1638,0.000159,"[0.573,0.740,0.859]"
51810,3.0149,0.000159,"[0.576,0.747,0.878]"
51820,3.3295,0.000159,"[0.564,0.734,0.863]"
51830,3.2191,0.000159,"[0.578,0.753,0.874]"
51840,3.2088,0.000159,"[0.576,0.734,0.858]"
51850,3.0956,0.000159,"[0.574,0.733,0.866]"
51860,3.2752,0.000159,"[0.573,0.748,0.867]"
51870,3.2145,0.000159,"[0.580,0.746,0.877]"
51880,3.0603,0.000159,"[0.578,0.737,0.867]"
51890,3.1353,0.000159,"[0.565,0.739,0.863]"
51900,3.1752,0.000159,"[0.574,0.737,0.864]"
51910,3.3022,0.000159,"[0.568,0.738,0.854]"
51920,3.2206,0.000159,"[0.581,0.746,0.864]"
51930,3.0787,0.000159,"[0.561,0.734,0.857]"
51940,3.1558,0.000159,"[0.574,0.745,0.866]"
51950,3.3378,0.000159,"[0.568,0.743,0.866]"
51960,3.1179,0.000159,"[0.568,0.733,0.861]"
51970,3.2358,0.000159,"[0.577,0.739,0.858]"
51980,3.1274,0.000159,"[0.565,0.741,0.857]"
51990,3.1482,0.000159,"[0.560,0.732,0.865]"
52000,3.1465,0.000159,"[0.565,0.736,0.864]"
52010,3.2976,0.000159,"[0.574,0.735,0.859]"
52020,3.0506,0.000158,"[0.569,0.732,0.869]"
52030,3.2517,0.000158,"[0.567,0.739,0.865]"
52040,3.2297,0.000158,"[0.563,0.736,0.847]"
52050,2.9724,0.000158,"[0.572,0.723,0.851]"
52060,3.2244,0.000158,"[0.570,0.743,0.858]"
52070,3.1904,0.000158,"[0.566,0.745,0.844]"
52080,3.2892,0.000158,"[0.571,0.738,0.865]"
52090,3.0356,0.000158,"[0.568,0.728,0.876]"
52100,3.1789,0.000158,"[0.567,0.748,0.860]"
52110,3.4412,0.000158,"[0.572,0.751,0.868]"
52120,3.2150,0.000158,"[0.558,0.733,0.851]"
52130,3.0750,0.000158,"[0.565,0.734,0.864]"
52140,3.1183,0.000158,"[0.565,0.738,0.859]"
52150,3.1491,0.000158,"[0.568,0.737,0.873]"
52160,3.1565,0.000158,"[0.562,0.730,0.850]"
52170,3.3668,0.000158,"[0.569,0.743,0.856]"
52180,3.0008,0.000158,"[0.575,0.738,0.859]"
52190,3.1178,0.000158,"[0.577,0.736,0.863]"
52200,3.3006,0.000158,"[0.569,0.744,0.872]"
52210,3.0952,0.000158,"[0.571,0.736,0.851]"
52220,3.0668,0.000158,"[0.571,0.745,0.867]"
52230,3.0685,0.000158,"[0.584,0.744,0.879]"
52240,3.1066,0.000158,"[0.558,0.733,0.853]"
52250,3.1323,0.000158,"[0.566,0.748,0.877]"
52260,3.2728,0.000157,"[0.572,0.737,0.867]"
52270,3.2254,0.000157,"[0.568,0.745,0.867]"
52280,3.1492,0.000157,"[0.568,0.737,0.857]"
52290,3.1245,0.000157,"[0.562,0.743,0.870]"
52300,3.1830,0.000157,"[0.574,0.743,0.881]"
52310,3.3850,0.000157,"[0.565,0.743,0.854]"
52320,3.1735,0.000157,"[0.566,0.731,0.867]"
52330,3.1392,0.000157,"[0.567,0.739,0.851]"
52340,3.1580,0.000157,"[0.569,0.731,0.849]"
52350,3.1348,0.000157,"[0.573,0.741,0.859]"
52360,3.0308,0.000157,"[0.569,0.726,0.861]"
52370,2.9792,0.000157,"[0.558,0.723,0.857]"
52380,3.0808,0.000157,"[0.562,0.731,0.851]"
52390,3.2292,0.000157,"[0.567,0.737,0.854]"
52400,3.0501,0.000157,"[0.580,0.744,0.868]"
52410,3.2095,0.000157,"[0.563,0.738,0.857]"
52420,3.2395,0.000157,"[0.574,0.743,0.855]"
52430,3.0967,0.000157,"[0.558,0.739,0.845]"
52440,3.2426,0.000157,"[0.572,0.745,0.869]"
52450,3.3871,0.000157,"[0.562,0.740,0.855]"
52460,3.1425,0.000157,"[0.571,0.740,0.868]"
52470,3.2645,0.000157,"[0.569,0.735,0.851]"
52480,3.0718,0.000157,"[0.569,0.735,0.854]"
52490,3.0951,0.000156,"[0.574,0.742,0.856]"
52500,3.2775,0.000156,"[0.563,0.738,0.862]"
52510,3.2087,0.000156,"[0.566,0.724,0.857]"
52520,2.9641,0.000156,"[0.571,0.734,0.860]"
52530,3.0656,0.000156,"[0.569,0.745,0.871]"
52540,3.3003,0.000156,"[0.563,0.748,0.865]"
52550,3.2140,0.000156,"[0.576,0.743,0.865]"
52560,3.2197,0.000156,"[0.563,0.724,0.863]"
52570,3.1880,0.000156,"[0.571,0.737,0.873]"
52580,3.2387,0.000156,"[0.563,0.738,0.867]"
52590,2.9664,0.000156,"[0.573,0.728,0.870]"
52600,3.2400,0.000156,"[0.557,0.742,0.860]"
52610,3.0125,0.000156,"[0.562,0.728,0.865]"
52620,3.1768,0.000156,"[0.558,0.741,0.866]"
52630,3.1431,0.000156,"[0.565,0.739,0.867]"
52640,3.0386,0.000156,"[0.572,0.732,0.848]"
52650,3.2402,0.000156,"[0.569,0.739,0.867]"
52660,3.1725,0.000156,"[0.562,0.719,0.850]"
52670,3.2189,0.000156,"[0.573,0.740,0.867]"
52680,3.0601,0.000156,"[0.565,0.731,0.861]"
52690,3.1783,0.000156,"[0.577,0.749,0.868]"
52700,2.9839,0.000156,"[0.566,0.731,0.853]"
52710,3.2454,0.000156,"[0.561,0.736,0.852]"
52720,3.1552,0.000155,"[0.561,0.728,0.851]"
52730,3.0924,0.000155,"[0.569,0.736,0.869]"
52740,3.1641,0.000155,"[0.566,0.742,0.867]"
52750,3.1159,0.000155,"[0.558,0.723,0.847]"
52760,3.2410,0.000155,"[0.566,0.739,0.861]"
52770,3.1209,0.000155,"[0.582,0.749,0.871]"
52780,3.1508,0.000155,"[0.563,0.735,0.868]"
52790,3.2434,0.000155,"[0.578,0.740,0.860]"
52800,3.1060,0.000155,"[0.578,0.736,0.865]"
52810,3.2771,0.000155,"[0.579,0.741,0.867]"
52820,3.1113,0.000155,"[0.573,0.746,0.857]"
52830,3.2467,0.000155,"[0.568,0.745,0.862]"
52840,3.0430,0.000155,"[0.570,0.747,0.872]"
52850,2.8717,0.000155,"[0.567,0.722,0.852]"
52860,3.2494,0.000155,"[0.575,0.745,0.859]"
52870,3.0839,0.000155,"[0.561,0.735,0.861]"
52880,3.1997,0.000155,"[0.567,0.730,0.849]"
52890,3.1020,0.000155,"[0.577,0.748,0.857]"
52900,3.1067,0.000155,"[0.571,0.741,0.854]"
52910,3.0254,0.000155,"[0.580,0.740,0.873]"
52920,3.1133,0.000155,"[0.568,0.737,0.866]"
52930,3.3945,0.000155,"[0.569,0.733,0.847]"
52940,3.0683,0.000155,"[0.573,0.732,0.856]"
52950,3.1117,0.000155,"[0.577,0.743,0.879]"
52960,2.9486,0.000154,"[0.565,0.737,0.858]"
52970,3.2197,0.000154,"[0.580,0.730,0.869]"
52980,3.1882,0.000154,"[0.559,0.724,0.860]"
52990,2.9333,0.000154,"[0.575,0.736,0.871]"
53000,3.1368,0.000154,"[0.573,0.735,0.854]"
53010,3.1809,0.000154,"[0.580,0.737,0.872]"
53020,3.2056,0.000154,"[0.573,0.736,0.864]"
53030,3.1255,0.000154,"[0.575,0.737,0.862]"
53040,3.1242,0.000154,"[0.566,0.733,0.865]"
53050,3.2745,0.000154,"[0.574,0.748,0.874]"
53060,3.2958,0.000154,"[0.573,0.744,0.866]"
53070,3.1508,0.000154,"[0.572,0.723,0.863]"
53080,3.2519,0.000154,"[0.569,0.751,0.865]"
53090,3.3057,0.000154,"[0.556,0.732,0.862]"
53100,3.2072,0.000154,"[0.568,0.728,0.849]"
53110,3.1814,0.000154,"[0.569,0.726,0.848]"
53120,3.3181,0.000154,"[0.584,0.747,0.870]"
53130,3.1064,0.000154,"[0.564,0.734,0.861]"
53140,3.2208,0.000154,"[0.564,0.734,0.862]"
53150,3.1737,0.000154,"[0.565,0.741,0.869]"
53160,3.3135,0.000154,"[0.570,0.746,0.857]"
53170,3.2183,0.000154,"[0.568,0.742,0.868]"
53180,3.3026,0.000154,"[0.573,0.748,0.859]"
53190,3.1611,0.000153,"[0.567,0.742,0.861]"
53200,3.1922,0.000153,"[0.568,0.741,0.868]"
53210,3.0277,0.000153,"[0.573,0.739,0.862]"
53220,3.2257,0.000153,"[0.571,0.737,0.860]"
53230,3.1734,0.000153,"[0.565,0.740,0.863]"
53240,3.1761,0.000153,"[0.566,0.717,0.850]"
53250,3.2032,0.000153,"[0.570,0.737,0.867]"
53260,3.2282,0.000153,"[0.563,0.728,0.857]"
53270,3.2105,0.000153,"[0.574,0.733,0.862]"
53280,3.2072,0.000153,"[0.561,0.729,0.850]"
53290,3.1516,0.000153,"[0.565,0.733,0.867]"
53300,3.3959,0.000153,"[0.573,0.738,0.848]"
53310,3.0984,0.000153,"[0.569,0.734,0.862]"
53320,2.9759,0.000153,"[0.569,0.738,0.864]"
53330,2.9233,0.000153,"[0.565,0.721,0.863]"
53340,3.1139,0.000153,"[0.571,0.739,0.875]"
53350,3.2802,0.000153,"[0.576,0.745,0.860]"
53360,3.1976,0.000153,"[0.557,0.756,0.860]"
53370,3.0740,0.000153,"[0.582,0.728,0.877]"
53380,2.9536,0.000153,"[0.566,0.727,0.859]"
53390,3.0504,0.000153,"[0.578,0.743,0.855]"
53400,3.1537,0.000153,"[0.554,0.739,0.854]"
53410,3.1319,0.000153,"[0.573,0.735,0.864]"
53420,3.1127,0.000153,"[0.572,0.736,0.862]"
53430,3.4011,0.000152,"[0.569,0.745,0.866]"
53440,3.1035,0.000152,"[0.568,0.732,0.856]"
53450,3.1574,0.000152,"[0.562,0.743,0.856]"
53460,3.1221,0.000152,"[0.566,0.741,0.860]"
53470,3.1704,0.000152,"[0.577,0.743,0.862]"
53480,3.1238,0.000152,"[0.555,0.732,0.857]"
53490,3.0441,0.000152,"[0.571,0.739,0.872]"
53500,3.1022,0.000152,"[0.569,0.747,0.864]"
53510,3.0717,0.000152,"[0.567,0.737,0.859]"
53520,3.1021,0.000152,"[0.564,0.733,0.862]"
53530,3.1497,0.000152,"[0.568,0.744,0.870]"
53540,3.1466,0.000152,"[0.566,0.736,0.858]"
53550,3.1171,0.000152,"[0.564,0.733,0.862]"
53560,3.2517,0.000152,"[0.562,0.746,0.869]"
53570,3.0807,0.000152,"[0.568,0.731,0.868]"
53580,3.2654,0.000152,"[0.568,0.740,0.864]"
53590,3.1149,0.000152,"[0.562,0.746,0.869]"
53600,3.2758,0.000152,"[0.559,0.739,0.854]"
53610,3.1041,0.000152,"[0.566,0.727,0.871]"
53620,3.0439,0.000152,"[0.568,0.733,0.868]"
53630,3.1404,0.000152,"[0.563,0.740,0.864]"
53640,3.1426,0.000152,"[0.560,0.724,0.853]"
53650,3.0466,0.000152,"[0.564,0.728,0.856]"
53660,3.2581,0.000151,"[0.566,0.737,0.861]"
53670,3.2047,0.000151,"[0.568,0.734,0.866]"
53680,3.1880,0.000151,"[0.574,0.736,0.860]"
53690,3.2532,0.000151,"[0.571,0.744,0.860]"
53700,3.2361,0.000151,"[0.574,0.739,0.879]"
53710,3.1616,0.000151,"[0.565,0.742,0.870]"
53720,3.1311,0.000151,"[0.565,0.738,0.862]"
53730,3.0313,0.000151,"[0.563,0.727,0.865]"
53740,3.1587,0.000151,"[0.563,0.737,0.862]"
53750,3.2046,0.000151,"[0.567,0.727,0.851]"
53760,3.1023,0.000151,"[0.565,0.740,0.864]"
53770,3.2559,0.000151,"[0.567,0.735,0.863]"
53780,3.2212,0.000151,"[0.569,0.739,0.856]"
53790,3.2970,0.000151,"[0.574,0.738,0.850]"
53800,3.0522,0.000151,"[0.572,0.732,0.862]"
53810,3.0149,0.000151,"[0.572,0.742,0.860]"
53820,3.1587,0.000151,"[0.557,0.725,0.852]"
53830,3.0573,0.000151,"[0.578,0.739,0.865]"
53840,3.2892,0.000151,"[0.571,0.753,0.875]"
53850,3.0699,0.000151,"[0.558,0.735,0.860]"
53860,3.1443,0.000151,"[0.566,0.736,0.861]"
53870,3.3007,0.000151,"[0.565,0.729,0.854]"
53880,3.0795,0.000151,"[0.576,0.737,0.875]"
53890,3.4207,0.000151,"[0.574,0.747,0.860]"
53900,3.0408,0.000150,"[0.561,0.732,0.861]"
53910,2.9287,0.000150,"[0.571,0.719,0.867]"
53920,3.2617,0.000150,"[0.559,0.727,0.844]"
53930,3.0384,0.000150,"[0.576,0.731,0.865]"
53940,3.2753,0.000150,"[0.575,0.744,0.869]"
53950,3.0697,0.000150,"[0.568,0.726,0.857]"
53960,3.3398,0.000150,"[0.573,0.744,0.858]"
53970,3.2062,0.000150,"[0.566,0.727,0.852]"
53980,2.9615,0.000150,"[0.565,0.729,0.866]"
53990,3.2310,0.000150,"[0.559,0.732,0.850]"
54000,2.9442,0.000150,"[0.567,0.737,0.867]"
54010,3.1992,0.000150,"[0.563,0.725,0.849]"
54020,3.2556,0.000150,"[0.578,0.751,0.867]"
54030,3.2485,0.000150,"[0.562,0.739,0.872]"
54040,3.1794,0.000150,"[0.562,0.737,0.855]"
54050,3.1187,0.000150,"[0.568,0.732,0.862]"
54060,3.3262,0.000150,"[0.561,0.738,0.865]"
54070,3.0957,0.000150,"[0.561,0.735,0.861]"
54080,3.2572,0.000150,"[0.566,0.730,0.858]"
54090,3.1954,0.000150,"[0.561,0.728,0.857]"
54100,3.3007,0.000150,"[0.556,0.736,0.854]"
54110,3.1356,0.000150,"[0.570,0.729,0.875]"
54120,3.3139,0.000150,"[0.567,0.748,0.856]"
54130,3.2499,0.000149,"[0.563,0.739,0.852]"
54140,3.0848,0.000149,"[0.569,0.741,0.865]"
54150,3.2110,0.000149,"[0.569,0.735,0.858]"
54160,3.0540,0.000149,"[0.562,0.736,0.864]"
54170,3.0825,0.000149,"[0.566,0.735,0.869]"
54180,3.0537,0.000149,"[0.574,0.730,0.867]"
54190,3.1819,0.000149,"[0.579,0.741,0.845]"
54200,3.2064,0.000149,"[0.567,0.733,0.864]"
54210,3.1106,0.000149,"[0.573,0.750,0.861]"
54220,3.1461,0.000149,"[0.570,0.738,0.853]"
54230,2.9948,0.000149,"[0.570,0.733,0.876]"
54240,3.3334,0.000149,"[0.575,0.748,0.869]"
54250,3.1652,0.000149,"[0.569,0.735,0.862]"
54260,2.9338,0.000149,"[0.566,0.726,0.856]"
54270,3.1377,0.000149,"[0.573,0.731,0.853]"
54280,3.1985,0.000149,"[0.562,0.735,0.863]"
54290,3.0500,0.000149,"[0.565,0.727,0.858]"
54300,3.2778,0.000149,"[0.565,0.749,0.855]"
54310,3.1359,0.000149,"[0.561,0.737,0.855]"
54320,3.0949,0.000149,"[0.578,0.746,0.855]"
54330,3.2183,0.000149,"[0.563,0.731,0.855]"
54340,3.2399,0.000149,"[0.560,0.733,0.854]"
54350,3.1390,0.000149,"[0.558,0.731,0.855]"
54360,3.1653,0.000149,"[0.557,0.735,0.868]"
54370,3.1794,0.000148,"[0.560,0.724,0.859]"
54380,3.3169,0.000148,"[0.554,0.735,0.855]"
54390,3.3156,0.000148,"[0.565,0.729,0.855]"
54400,3.2533,0.000148,"[0.570,0.732,0.850]"
54410,3.1415,0.000148,"[0.560,0.749,0.865]"
54420,2.8824,0.000148,"[0.574,0.738,0.887]"
54430,3.1173,0.000148,"[0.579,0.748,0.870]"
54440,3.1113,0.000148,"[0.559,0.737,0.857]"
54450,3.2638,0.000148,"[0.569,0.732,0.860]"
54460,3.1797,0.000148,"[0.569,0.731,0.868]"
54470,3.2407,0.000148,"[0.572,0.733,0.862]"
54480,3.0336,0.000148,"[0.570,0.730,0.867]"
54490,3.0706,0.000148,"[0.558,0.729,0.851]"
